"year","last_name, first_name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2024","Pederson, Joc","592626","109","447","1810",31.894404915137905,-1.2413526946024391,3.935744681079573,16.572233018701176,12.627779909959601
"2024","Merrifield, Whit","593160","144","335","1330",-9.114183486620927,-12.508585321179089,-13.721643791382501,10.845768944786455,6.2702766811542014
"2024","Arcia, Orlando","606115","144","601","2332",-15.453123772205359,-14.033575209522079,-23.654955576763147,12.748694429691264,9.486712584388636
"2024","Albies, Ozzie","645277","144","435","1649",-2.3549393354950037,-7.444189706140694,-13.96317075467767,11.74916952058317,7.303251604740182
"2024","O'Hearn, Ryan","656811","110","492","1920",10.441885077964672,0.6390174188141071,-11.898541791860012,13.128874534368347,8.57253491664223
"2024","Rocchio, Brayan","677587","114","441","1669",-14.211909082295447,-12.228576970920951,-20.875817690057247,10.820045462700854,8.072440115981943
"2024","Pages, Andy","681624","119","441","1719",-4.642305037950012,0.43670397932910016,-18.340892151342267,6.986880974993878,6.275002159069271
"2024","Bauers, Jake","641343","158","345","1512",-6.645625211838282,-8.26196221725819,-16.48133260957452,11.162892239674163,6.934777375320267
"2024","Contreras, William","661388","158","674","2677",29.553413588980277,1.0576130478197445,-2.3030971983266424,18.56307389023861,12.235823849248574
"2024","Correa, Carlos","621043","142","363","1375",25.661621264694844,3.2190211943118845,0.9303304683149032,14.613100460180984,6.899169141887058
"2024","Lewis, Royce","668904","142","322","1233",5.044529909310439,5.031593743421327,-8.666888692777123,4.538394241367703,4.1414306172985045
"2024","Taylor, Tyrone","621438","121","344","1323",0.649374093037768,-1.3547897256954828,-7.283634133988705,3.445396994154329,5.842400958567622
"2024","Rizzo, Anthony","519203","147","375","1432",-7.47750405616252,-2.3700154322435925,-18.037032167289233,4.572013907978078,8.357529635392218
"2024","Judge, Aaron","592450","147","683","2882",97.39431120934469,40.1250060198814,8.745153566692048,31.406893752727747,17.11725787004331
"2024","Chisholm Jr., Jazz","665862","147","615","2494",15.090454000859264,5.223070161488403,-18.42111162472885,16.483463154615237,11.805032309484476
"2024","Schanuel, Nolan","694384","108","607","2356",3.5809776032411516,-7.840674276242057,-23.54374371533389,22.183274164122444,12.782121430694646
"2024","d'Arnaud, Travis","518595","144","342","1354",3.267621980994606,0.03231079557706218,-12.52613951220181,8.05838970799916,7.703060989620179
"2024","Swanson, Dansby","621020","112","590","2355",-2.79439255669442,-11.278179687341998,-20.104383876770708,20.605070263213566,7.983100744204754
"2024","Hoerner, Nico","663538","112","640","2314",2.1763372037725133,-17.26047253354165,-7.0162128920093805,17.943778856288695,8.509243773034799
"2024","Busch, Michael","683737","112","566","2365",10.813226891061001,-1.9757172642347953,-19.506264430297204,21.99725951184963,10.297949073743395
"2024","Thomas, Lane","657041","114","527","2080",2.241185616308843,-3.197079753364303,-19.48052711285205,15.767589015128774,9.15120346739647
"2024","Cave, Jake","595909","115","345","1345",-8.698988043906695,-7.6828543222229095,-8.494561833341246,4.499958957361985,2.978469154295457
"2024","Benintendi, Andrew","643217","145","521","1995",-11.39623852260876,-10.211583025327208,-21.185595055733238,13.224482355355402,6.776457203096375
"2024","Adames, Willy","642715","158","685","2733",10.790995485312939,-3.333241521008467,-11.529591607877851,13.986182071977604,11.667646542221613
"2024","Triolo, Jared","669707","134","446","1764",-9.578625795196027,-12.863064551398939,-12.212778202250101,9.455444565004806,6.041772393448152
"2024","Bogaerts, Xander","593428","135","462","1791",-4.721295762304308,-7.4087550227401335,-14.736076492544745,10.807747650398797,6.615788102581746
"2024","Yastrzemski, Mike","573262","137","472","1951",2.222449902676723,-12.292487580082351,-7.6716446724981235,14.455497359477702,7.731084795779459
"2024","Fitzgerald, Tyler","666149","137","341","1330",13.137526974634305,12.373264473954881,-10.419544897774875,5.343492845981763,5.8403145524725355
"2024","Goldschmidt, Paul","502671","138","651","2717",4.128155541664323,-11.364822183472073,-7.757309365066351,14.144002773450802,9.10628431675196
"2024","Siri, Jose","642350","139","447","1788",-12.926524038191827,-7.905602835821425,-15.806145843178575,4.2545998795787305,6.53062476122945
"2024","Duvall, Adam","594807","144","330","1252",-14.026417813019536,-9.733168323145485,-14.617025119778333,3.164685836592664,7.159089793311622
"2024","Candelario, Jeimer","600869","113","462","1781",4.7234203341754215,9.989632533892808,-19.69606245917994,6.889880995883441,7.539969263579074
"2024","Fermin, Freddy","666023","118","367","1434",-4.766452676232115,-7.990596465276531,-13.061361519993554,9.59652707866656,6.688978230371382
"2024","Bride, Jonah","681146","146","271","1157",10.200132429525699,-2.9928887838645815,-2.9357017576767133,11.79800524710424,4.330717723962772
"2024","Perkins, Blake","663368","158","433","1734",-8.001465710386578,-13.448286493666888,-17.958867198339316,17.61104432346166,5.794643658157934
"2024","Margot, Manuel","622534","142","343","1308",-12.630769325294425,-9.197288289122431,-16.558846906031004,8.23671518145199,4.888650688407015
"2024","Julien, Edouard","666397","142","300","1235",-9.613660918811524,-12.736324838876495,-15.4642481277396,13.547283630294057,5.03962841751051
"2024","Winker, Jesse","608385","121","506","2063",13.223271178590586,-10.189213034405824,-6.697743022993308,21.45370883937534,8.656518396614432
"2024","Soto, Juan","665742","147","709","2957",72.76348317914945,9.659870928300592,5.3840797797760125,37.49197784345604,20.22755462761665
"2024","Castellanos, Nick","592206","143","656","2344",7.768091521520317,3.3437793445033193,-12.055952845359714,6.464732825908422,10.015532196468307
"2024","Joe, Connor","656582","134","415","1651",0.7060656548632517,-10.05957706470254,-10.102152139146469,12.41584030025684,8.45195455845541
